"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","890","Verify a test suite can be created, read, updated, and deleted via the API","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.api.TestSuiteAPITest","Qace Tests","tests.api.TestSuiteAPITest","checkTestSuiteCRUD"
"","11517","Verify a suite can be duplicated","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectPageTest","Qace Tests","tests.ui.ProjectPageTest","checkDuplicateSuite"
"","15317","Verify the project code can be changed","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectSettingsPageTest","Qace Tests","tests.ui.ProjectSettingsPageTest","checkChangeProjectCode"
"","37943","Verify a test case can be deleted","Qace All Tests Suite","2026-07-19","failed","2026-07-19","tests.ui.ProjectPageTest","Qace Tests","tests.ui.ProjectPageTest","checkDeleteTestCase"
"","15259","Verify the project name can be changed","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectSettingsPageTest","Qace Tests","tests.ui.ProjectSettingsPageTest","checkChangeProjectName"
"","16000","Verify a defect's status can be changed to 'In Progress', 'Resolved', or 'Invalid'","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.DefectsPageTest","Qace Tests","tests.ui.DefectsPageTest","checkChangeDefectStatus"
"","8053","Verify a required field message is shown when logging in with an empty email and/or password","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.LoginTest","Qace Tests","tests.ui.LoginTest","checkLoginWithEmptyFields"
"","1196","Verify a defect can be created, read, updated, and deleted via the API","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.api.DefectAPITest","Qace Tests","tests.api.DefectAPITest","checkDefectCRUD"
"","8152","Verify a suite can be deleted","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectPageTest","Qace Tests","tests.ui.ProjectPageTest","checkDeleteSuite"
"","6153","Verify a required field message is shown when logging in with an empty email and/or password","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.LoginTest","Qace Tests","tests.ui.LoginTest","checkLoginWithEmptyFields"
"","4451","Verify a project can be created, read, and deleted via the API","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.api.ProjectAPITest","Qace Tests","tests.api.ProjectAPITest","checkProjectCRUD"
"","17598","Verify a defect's status can be changed to 'In Progress', 'Resolved', or 'Invalid'","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.DefectsPageTest","Qace Tests","tests.ui.DefectsPageTest","checkChangeDefectStatus"
"","38485","Verify a deleted test case can be restored from the trash bin back","Qace All Tests Suite","2026-07-19","failed","2026-07-19","tests.ui.ProjectPageTest","Qace Tests","tests.ui.ProjectPageTest","checkRestoreTestCase"
"","7470","Verify the create project modal stays open when the name and/or code are empty","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectsPageTest","Qace Tests","tests.ui.ProjectsPageTest","checkCreateProjectWithEmptyFields"
"","7155","Verify a project can be found in the projects list by searching its name","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.ProjectsPageTest","Qace Tests","tests.ui.ProjectsPageTest","checkSearchProjectByName"
"","14805","Verify user can log in with valid credentials","Qace All Tests Suite","2026-07-19","passed","2026-07-19","tests.ui.LoginTest","Qace Tests","tests.ui.LoginTest","checkLoginWithValidCredentials"
